ts_utc,price,strike,diff,yes_mid,no_mid,minutes_left,seconds_left,time_left_frac,log_rv_15m,log_rv_1h,log_rv_4h,log_rv_rem_hat,prob_up_model
2026-01-15T01:00:11.083554+00:00,2.1335,2.1328,0.000700000000000145,0.54,0.46,59,48,0.9966666666666667,-11.98396419514366,-10.798559156106005,-9.377962813497959,-3.9963068425386794,0.5009655467249827
2026-01-15T01:00:12.083750+00:00,2.1336,2.1328,0.0007999999999999119,0.54,0.46,59,47,0.9963888888888889,-11.98396419514366,-10.798559156106005,-9.377962813497959,-3.9961418136034723,0.501103364733171
2026-01-15T01:00:13.083944+00:00,2.1336,2.1328,0.0007999999999999119,0.54,0.46,59,46,0.9961111111111111,-11.98396419514366,-10.798559156106005,-9.377962813497959,-3.9959770585014738,0.5011032738446617
2026-01-15T01:00:14.084290+00:00,2.1336,2.1328,0.0007999999999999119,0.54,0.46,59,45,0.9958333333333333,-11.98396419514366,-10.798559156106005,-9.377962813497959,-3.9958125773472233,0.5011031831147462
2026-01-15T01:00:15.084451+00:00,2.1336,2.1328,0.0007999999999999119,0.54,0.46,59,44,0.9955555555555555,-11.986778544635117,-10.798558583819878,-9.378167699534426,-3.9971164368622727,0.5011039025452954
2026-01-15T01:00:16.084597+00:00,2.1335,2.1328,0.000700000000000145,0.54,0.46,59,43,0.9952777777777778,-11.986778544635117,-10.798558583819878,-9.378167699534426,-3.9969525039475027,0.5009658584828229
2026-01-15T01:00:17.084785+00:00,2.1337,2.1328,0.0009000000000001229,0.54,0.46,59,42,0.995,-11.986778544635117,-10.798558583819878,-9.378167699534426,-3.996788845324616,0.5012416574442864
2026-01-15T01:00:18.085022+00:00,2.1337,2.1328,0.0009000000000001229,0.54,0.46,59,41,0.9947222222222222,-11.986778544635117,-10.798558583819878,-9.378167699534426,-3.9966254611084864,0.5012415560151429
2026-01-15T01:00:19.085216+00:00,2.1337,2.1328,0.0009000000000001229,0.54,0.46,59,40,0.9944444444444445,-11.986778544635117,-10.798558583819878,-9.378167699534426,-3.9964623514140616,0.5012414547646873
2026-01-15T01:00:20.085354+00:00,2.1337,2.1328,0.0009000000000001229,0.54,0.46,59,39,0.9941666666666666,-11.986778016087879,-10.79855802161372,-9.38184010759206,-3.996742185472602,0.5012416284769416
2026-01-15T01:00:21.085750+00:00,2.1337,2.1328,0.0009000000000001229,0.54,0.46,59,38,0.9938888888888889,-11.986778016087879,-10.79855802161372,-9.38184010759206,-3.996579625166767,0.5012415275616162
2026-01-15T01:00:22.085927+00:00,2.1337,2.1328,0.0009000000000001229,0.54,0.46,59,37,0.9936111111111111,-11.986778016087879,-10.79855802161372,-9.38184010759206,-3.996417339727971,0.5012414268251059
2026-01-15T01:00:23.086319+00:00,2.1337,2.1328,0.0009000000000001229,0.54,0.46,59,36,0.9933333333333333,-11.986778016087879,-10.79855802161372,-9.38184010759206,-3.9962553292714915,0.50124132626744
2026-01-15T01:00:24.086515+00:00,2.1337,2.1328,0.0009000000000001229,0.54,0.46,59,35,0.9930555555555556,-11.986778016087879,-10.79855802161372,-9.38184010759206,-3.996093593912674,0.5012412258886481
2026-01-15T01:00:25.086851+00:00,2.1348,2.1328,0.0019999999999997797,0.54,0.46,59,34,0.9927777777777778,-11.94499670419329,-10.785744269971536,-9.379948213777274,-3.9705085710552925,0.5027225006549187
2026-01-15T01:00:26.087222+00:00,2.1346,2.1328,0.0017999999999998018,0.54,0.46,59,33,0.9925,-11.94499670419329,-10.785744269971536,-9.379948213777274,-3.97034738623819,0.5024501715326855
2026-01-15T01:00:27.087392+00:00,2.1349,2.1328,0.0020999999999999908,0.54,0.46,59,32,0.9922222222222222,-11.94499670419329,-10.785744269971536,-9.379948213777274,-3.9701864768652992,0.5028580961359097
2026-01-15T01:00:28.087577+00:00,2.135,2.1328,0.0021999999999997577,0.54,0.46,59,31,0.9919444444444444,-11.94499670419329,-10.785744269971536,-9.379948213777274,-3.9700258430522943,0.5029938828569991
2026-01-15T01:00:29.087900+00:00,2.1353,2.1328,0.0024999999999999467,0.54,0.46,59,30,0.9916666666666667,-11.94499670419329,-10.785744269971536,-9.379948213777274,-3.9698654849149335,0.5034016185257613
