ts_utc,price,strike,diff,yes_mid,no_mid,minutes_left,seconds_left,time_left_frac,log_rv_15m,log_rv_1h,log_rv_4h,log_rv_rem_hat,prob_up_model
2026-01-14T15:00:11.949416+00:00,2.1568,2.1598,-0.0030000000000001137,0.44,0.565,59,48,0.9966666666666667,-10.20829450740075,-9.105766772644737,-8.649276031248784,-2.5002176263073608,0.49806432146108137
2026-01-14T15:00:12.949711+00:00,2.1579,2.1598,-0.0019000000000000128,0.445,0.555,59,47,0.9963888888888889,-10.20829450740075,-9.105766772644737,-8.649276031248784,-2.5000525973721537,0.4987744809471023
2026-01-14T15:00:13.949906+00:00,2.1576,2.1598,-0.002200000000000202,0.445,0.56,59,46,0.9961111111111111,-10.20829450740075,-9.105766772644737,-8.649276031248784,-2.4998878422701516,0.49858099696419045
2026-01-14T15:00:14.950075+00:00,2.1572,2.1598,-0.0026000000000001577,0.44,0.56,59,45,0.9958333333333333,-10.20829450740075,-9.105766772644737,-8.649276031248784,-2.499723361115901,0.4983229802963266
2026-01-14T15:00:15.950273+00:00,2.1579,2.1598,-0.0019000000000000128,0.45,0.555,59,44,0.9955555555555555,-10.21830644949758,-9.1035080990763,-8.647806161952618,-2.503853365913942,0.498772149782965
2026-01-14T15:00:16.950845+00:00,2.1565,2.1598,-0.0033000000000003027,0.425,0.575,59,43,0.9952777777777778,-10.21830644949758,-9.1035080990763,-8.647806161952618,-2.503689432999172,0.49786690770517494
2026-01-14T15:00:17.951033+00:00,2.1564,2.1598,-0.0034000000000000696,0.43,0.57,59,42,0.995,-10.21830644949758,-9.1035080990763,-8.647806161952618,-2.5035257743762855,0.49780239807875315
2026-01-14T15:00:18.951222+00:00,2.1563,2.1598,-0.0035000000000002807,0.43,0.57,59,41,0.9947222222222222,-10.21830644949758,-9.1035080990763,-8.647806161952618,-2.503362390160156,0.49773789577136407
2026-01-14T15:00:19.951397+00:00,2.1557,2.1598,-0.004100000000000215,0.42,0.58,59,40,0.9944444444444445,-10.21830644949758,-9.1035080990763,-8.647806161952618,-2.503199280465731,0.4973499592553031
2026-01-14T15:00:20.951666+00:00,2.1564,2.1598,-0.0034000000000000696,0.43,0.57,59,39,0.9941666666666666,-10.208021342021834,-9.100792888238132,-8.645054983183977,-2.4966313092275243,0.49780996060506766
2026-01-14T15:00:21.951770+00:00,2.1563,2.1598,-0.0035000000000002807,0.425,0.575,59,38,0.9938888888888889,-10.208021342021834,-9.100792888238132,-8.645054983183977,-2.4964687489216892,0.4977456793337516
