ts_utc,price,strike,diff,yes_mid,no_mid,minutes_left,seconds_left
2026-01-13T08:50:57.248327+00:00,2.0686,2.0533,0.01529999999999987,0.9945,0.0055,9,2
2026-01-13T08:50:58.248767+00:00,2.0685,2.0533,0.015199999999999658,0.9945,0.0055,9,1
2026-01-13T08:50:59.248823+00:00,2.0686,2.0533,0.01529999999999987,0.9945,0.0055,9,0
2026-01-13T08:51:00.249219+00:00,2.0686,2.0533,0.01529999999999987,0.9945,0.0055,8,59
2026-01-13T08:51:01.249621+00:00,2.0686,2.0533,0.01529999999999987,0.9945,0.0055,8,58
2026-01-13T08:51:02.249997+00:00,2.0687,2.0533,0.01540000000000008,0.9945,0.0055,8,57
2026-01-13T08:51:03.250313+00:00,2.0688,2.0533,0.015499999999999847,0.9945,0.0055,8,56
2026-01-13T08:51:04.250362+00:00,2.0688,2.0533,0.015499999999999847,0.9945,0.0055,8,55
2026-01-13T08:51:05.250842+00:00,2.0688,2.0533,0.015499999999999847,0.9945,0.0055,8,54
2026-01-13T08:51:06.250910+00:00,2.0688,2.0533,0.015499999999999847,0.9945,0.0055,8,53
2026-01-13T08:51:07.251173+00:00,2.0688,2.0533,0.015499999999999847,0.9945,0.0055,8,52
2026-01-13T08:51:08.251356+00:00,2.0688,2.0533,0.015499999999999847,0.9945,0.0055,8,51
2026-01-13T08:51:09.251817+00:00,2.0688,2.0533,0.015499999999999847,0.9945,0.0055,8,50
2026-01-13T08:51:10.252193+00:00,2.0688,2.0533,0.015499999999999847,0.9945,0.0055,8,49
2026-01-13T08:51:11.252424+00:00,2.0688,2.0533,0.015499999999999847,0.9945,0.0055,8,48
2026-01-13T08:51:12.252674+00:00,2.0688,2.0533,0.015499999999999847,0.9945,0.0055,8,47
2026-01-13T08:51:13.252789+00:00,2.0688,2.0533,0.015499999999999847,0.9945,0.0055,8,46
2026-01-13T08:51:14.252878+00:00,2.0687,2.0533,0.01540000000000008,0.9945,0.0055,8,45
2026-01-13T08:51:15.252998+00:00,2.0687,2.0533,0.01540000000000008,0.9945,0.0055,8,44
2026-01-13T08:51:16.253117+00:00,2.0688,2.0533,0.015499999999999847,0.9945,0.0055,8,43
2026-01-13T08:51:17.253305+00:00,2.0688,2.0533,0.015499999999999847,0.9945,0.0055,8,42
2026-01-13T08:51:18.253417+00:00,2.0687,2.0533,0.01540000000000008,0.9945,0.0055,8,41
2026-01-13T08:51:19.253876+00:00,2.0687,2.0533,0.01540000000000008,0.9945,0.0055,8,40
2026-01-13T08:51:20.254226+00:00,2.0686,2.0533,0.01529999999999987,0.9945,0.0055,8,39
2026-01-13T08:51:21.254446+00:00,2.0685,2.0533,0.015199999999999658,0.9945,0.0055,8,38
2026-01-13T08:51:22.254770+00:00,2.0686,2.0533,0.01529999999999987,0.9945,0.0055,8,37
2026-01-13T08:51:23.254922+00:00,2.0685,2.0533,0.015199999999999658,0.9945,0.0055,8,36
2026-01-13T08:51:24.255326+00:00,2.0685,2.0533,0.015199999999999658,0.9945,0.0055,8,35
2026-01-13T08:51:25.255491+00:00,2.0685,2.0533,0.015199999999999658,0.9945,0.0055,8,34
2026-01-13T08:51:26.255700+00:00,2.0686,2.0533,0.01529999999999987,0.9945,0.0055,8,33
2026-01-13T08:51:27.255723+00:00,2.0686,2.0533,0.01529999999999987,0.9945,0.0055,8,32
2026-01-13T08:51:28.256100+00:00,2.0685,2.0533,0.015199999999999658,0.9945,0.0055,8,31
2026-01-13T08:51:29.256229+00:00,2.0685,2.0533,0.015199999999999658,0.9945,0.0055,8,30
2026-01-13T08:51:30.256426+00:00,2.0686,2.0533,0.01529999999999987,0.9945,0.0055,8,29
2026-01-13T08:51:31.256612+00:00,2.0685,2.0533,0.015199999999999658,0.9945,0.0055,8,28
2026-01-13T08:51:32.257103+00:00,2.0685,2.0533,0.015199999999999658,0.9945,0.0055,8,27
2026-01-13T08:51:33.257285+00:00,2.069,2.0533,0.015699999999999825,0.9945,0.0055,8,26
2026-01-13T08:51:34.257524+00:00,2.069,2.0533,0.015699999999999825,0.9945,0.0055,8,25
2026-01-13T08:51:35.257593+00:00,2.0691,2.0533,0.015800000000000036,0.9945,0.0055,8,24
2026-01-13T08:51:36.257860+00:00,2.0691,2.0533,0.015800000000000036,0.9945,0.0055,8,23
2026-01-13T08:51:37.258271+00:00,2.069,2.0533,0.015699999999999825,0.9945,0.0055,8,22
2026-01-13T08:51:38.258647+00:00,2.069,2.0533,0.015699999999999825,0.9945,0.0055,8,21
2026-01-13T08:51:39.258693+00:00,2.069,2.0533,0.015699999999999825,0.9945,0.0055,8,20
2026-01-13T08:51:40.258892+00:00,2.069,2.0533,0.015699999999999825,0.9945,0.0055,8,19
2026-01-13T08:51:41.259361+00:00,2.069,2.0533,0.015699999999999825,0.9945,0.0055,8,18
2026-01-13T08:51:42.259422+00:00,2.069,2.0533,0.015699999999999825,0.9945,0.0055,8,17
2026-01-13T08:51:43.259689+00:00,2.069,2.0533,0.015699999999999825,0.9945,0.0055,8,16
2026-01-13T08:51:44.260024+00:00,2.069,2.0533,0.015699999999999825,0.9945,0.0055,8,15
2026-01-13T08:51:45.260312+00:00,2.069,2.0533,0.015699999999999825,0.9945,0.0055,8,14
2026-01-13T08:51:46.260478+00:00,2.069,2.0533,0.015699999999999825,0.9945,0.0055,8,13
2026-01-13T08:51:47.260998+00:00,2.069,2.0533,0.015699999999999825,0.9945,0.0055,8,12
2026-01-13T08:51:48.261360+00:00,2.0687,2.0533,0.01540000000000008,0.9945,0.0055,8,11
2026-01-13T08:51:49.261723+00:00,2.0687,2.0533,0.01540000000000008,0.9945,0.0055,8,10
2026-01-13T08:51:50.262225+00:00,2.0686,2.0533,0.01529999999999987,0.9945,0.0055,8,9
2026-01-13T08:51:51.262399+00:00,2.0686,2.0533,0.01529999999999987,0.9945,0.0055,8,8
2026-01-13T08:51:52.262483+00:00,2.0686,2.0533,0.01529999999999987,0.9945,0.0055,8,7
2026-01-13T08:51:53.262589+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,8,6
2026-01-13T08:51:54.262957+00:00,2.0677,2.0533,0.014399999999999746,0.9945,0.0055,8,5
2026-01-13T08:51:55.263064+00:00,2.0677,2.0533,0.014399999999999746,0.9945,0.0055,8,4
2026-01-13T08:51:56.499012+00:00,2.0677,2.0533,0.014399999999999746,0.9945,0.0055,8,3
2026-01-13T08:51:57.269483+00:00,2.0677,2.0533,0.014399999999999746,0.9945,0.0055,8,2
2026-01-13T08:51:58.269989+00:00,2.0676,2.0533,0.01429999999999998,0.9945,0.0055,8,1
2026-01-13T08:51:59.270076+00:00,2.0677,2.0533,0.014399999999999746,0.9945,0.0055,8,0
2026-01-13T08:52:00.270173+00:00,2.0676,2.0533,0.01429999999999998,0.9945,0.0055,7,59
2026-01-13T08:52:01.270563+00:00,2.068,2.0533,0.014699999999999935,0.9945,0.0055,7,58
2026-01-13T08:52:02.271043+00:00,2.0681,2.0533,0.014799999999999702,0.9945,0.0055,7,57
2026-01-13T08:52:03.271573+00:00,2.068,2.0533,0.014699999999999935,0.9945,0.0055,7,56
2026-01-13T08:52:04.272075+00:00,2.068,2.0533,0.014699999999999935,0.9945,0.0055,7,55
2026-01-13T08:52:05.272391+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,54
2026-01-13T08:52:06.272790+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,53
2026-01-13T08:52:07.273261+00:00,2.0684,2.0533,0.015099999999999891,0.9945,0.0055,7,52
2026-01-13T08:52:08.273407+00:00,2.0684,2.0533,0.015099999999999891,0.9945,0.0055,7,51
2026-01-13T08:52:09.273625+00:00,2.0684,2.0533,0.015099999999999891,0.9945,0.0055,7,50
2026-01-13T08:52:10.273749+00:00,2.0684,2.0533,0.015099999999999891,0.9945,0.0055,7,49
2026-01-13T08:52:11.273950+00:00,2.0684,2.0533,0.015099999999999891,0.9945,0.0055,7,48
2026-01-13T08:52:12.274046+00:00,2.0684,2.0533,0.015099999999999891,0.9945,0.0055,7,47
2026-01-13T08:52:13.274337+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,46
2026-01-13T08:52:14.274843+00:00,2.0684,2.0533,0.015099999999999891,0.9945,0.0055,7,45
2026-01-13T08:52:15.275232+00:00,2.0684,2.0533,0.015099999999999891,0.9945,0.0055,7,44
2026-01-13T08:52:16.275551+00:00,2.0684,2.0533,0.015099999999999891,0.9945,0.0055,7,43
2026-01-13T08:52:17.276041+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,42
2026-01-13T08:52:18.276243+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,41
2026-01-13T08:52:19.276682+00:00,2.0684,2.0533,0.015099999999999891,0.9945,0.0055,7,40
2026-01-13T08:52:20.276822+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,39
2026-01-13T08:52:21.277274+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,38
2026-01-13T08:52:22.277734+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,37
2026-01-13T08:52:23.277775+00:00,2.0682,2.0533,0.014899999999999913,0.9945,0.0055,7,36
2026-01-13T08:52:24.277832+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,35
2026-01-13T08:52:25.278089+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,34
2026-01-13T08:52:26.278120+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,33
2026-01-13T08:52:27.278169+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,32
2026-01-13T08:52:28.278337+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,31
2026-01-13T08:52:29.278464+00:00,2.0682,2.0533,0.014899999999999913,0.9945,0.0055,7,30
2026-01-13T08:52:30.278748+00:00,2.0681,2.0533,0.014799999999999702,0.9945,0.0055,7,29
2026-01-13T08:52:31.279084+00:00,2.0681,2.0533,0.014799999999999702,0.9945,0.0055,7,28
2026-01-13T08:52:32.279542+00:00,2.0681,2.0533,0.014799999999999702,0.9945,0.0055,7,27
2026-01-13T08:52:33.279760+00:00,2.0681,2.0533,0.014799999999999702,0.9945,0.0055,7,26
2026-01-13T08:52:34.279875+00:00,2.0682,2.0533,0.014899999999999913,0.9945,0.0055,7,25
2026-01-13T08:52:35.280287+00:00,2.0682,2.0533,0.014899999999999913,0.9945,0.0055,7,24
2026-01-13T08:52:36.280468+00:00,2.0682,2.0533,0.014899999999999913,0.9945,0.0055,7,23
2026-01-13T08:52:37.280780+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,22
2026-01-13T08:52:38.281193+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,21
2026-01-13T08:52:39.281526+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,20
2026-01-13T08:52:40.282019+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,19
2026-01-13T08:52:41.282517+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,18
2026-01-13T08:52:42.282968+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,17
2026-01-13T08:52:43.283382+00:00,2.0685,2.0533,0.015199999999999658,0.9945,0.0055,7,16
2026-01-13T08:52:44.283618+00:00,2.0685,2.0533,0.015199999999999658,0.9945,0.0055,7,15
2026-01-13T08:52:45.283726+00:00,2.0685,2.0533,0.015199999999999658,0.9945,0.0055,7,14
2026-01-13T08:52:46.283770+00:00,2.0684,2.0533,0.015099999999999891,0.9945,0.0055,7,13
2026-01-13T08:52:47.284138+00:00,2.0684,2.0533,0.015099999999999891,0.9945,0.0055,7,12
2026-01-13T08:52:48.284488+00:00,2.0684,2.0533,0.015099999999999891,0.9945,0.0055,7,11
2026-01-13T08:52:49.285011+00:00,2.0684,2.0533,0.015099999999999891,0.9945,0.0055,7,10
2026-01-13T08:52:50.285349+00:00,2.0685,2.0533,0.015199999999999658,0.9945,0.0055,7,9
2026-01-13T08:52:51.285372+00:00,2.0685,2.0533,0.015199999999999658,0.9945,0.0055,7,8
2026-01-13T08:52:52.285450+00:00,2.0684,2.0533,0.015099999999999891,0.9945,0.0055,7,7
2026-01-13T08:52:53.285622+00:00,2.0683,2.0533,0.01499999999999968,0.9945,0.0055,7,6
2026-01-13T08:52:54.285894+00:00,2.0682,2.0533,0.014899999999999913,0.9945,0.0055,7,5
2026-01-13T08:52:55.286188+00:00,2.0682,2.0533,0.014899999999999913,0.9945,0.0055,7,4
2026-01-13T08:52:56.286476+00:00,2.068,2.0533,0.014699999999999935,0.9945,0.0055,7,3
2026-01-13T08:52:57.518007+00:00,2.068,2.0533,0.014699999999999935,0.9945,0.0055,7,2
2026-01-13T08:52:58.290011+00:00,2.068,2.0533,0.014699999999999935,0.9945,0.0055,7,1
2026-01-13T08:52:59.290524+00:00,2.068,2.0533,0.014699999999999935,0.9945,0.0055,7,0
2026-01-13T08:53:00.291034+00:00,2.068,2.0533,0.014699999999999935,0.9945,0.0055,6,59
2026-01-13T08:53:01.291516+00:00,2.068,2.0533,0.014699999999999935,0.9945,0.0055,6,58
2026-01-13T08:53:02.291704+00:00,2.068,2.0533,0.014699999999999935,0.9945,0.0055,6,57
2026-01-13T08:53:03.291909+00:00,2.068,2.0533,0.014699999999999935,0.9945,0.0055,6,56
2026-01-13T08:53:04.292195+00:00,2.068,2.0533,0.014699999999999935,0.9945,0.0055,6,55
2026-01-13T08:53:05.292400+00:00,2.0681,2.0533,0.014799999999999702,0.9945,0.0055,6,54
2026-01-13T08:53:06.292476+00:00,2.068,2.0533,0.014699999999999935,0.9945,0.0055,6,53
2026-01-13T08:53:07.292860+00:00,2.068,2.0533,0.014699999999999935,0.9945,0.0055,6,52
2026-01-13T08:53:08.293304+00:00,2.0679,2.0533,0.014599999999999724,0.9945,0.0055,6,51
2026-01-13T08:53:09.293351+00:00,2.0679,2.0533,0.014599999999999724,0.9945,0.0055,6,50
2026-01-13T08:53:10.293823+00:00,2.0678,2.0533,0.014499999999999957,0.9945,0.0055,6,49
2026-01-13T08:53:11.294257+00:00,2.0677,2.0533,0.014399999999999746,0.9945,0.0055,6,48
2026-01-13T08:53:12.294567+00:00,2.0677,2.0533,0.014399999999999746,0.9945,0.0055,6,47
2026-01-13T08:53:13.295002+00:00,2.0678,2.0533,0.014499999999999957,0.9945,0.0055,6,46
2026-01-13T08:53:14.295383+00:00,2.0676,2.0533,0.01429999999999998,0.9945,0.0055,6,45
2026-01-13T08:53:15.295839+00:00,2.0676,2.0533,0.01429999999999998,0.9945,0.0055,6,44
2026-01-13T08:53:16.296353+00:00,2.0675,2.0533,0.014199999999999768,0.9945,0.0055,6,43
2026-01-13T08:53:17.296985+00:00,2.0675,2.0533,0.014199999999999768,0.9945,0.0055,6,42
2026-01-13T08:53:18.297193+00:00,2.0675,2.0533,0.014199999999999768,0.9945,0.0055,6,41
2026-01-13T08:53:19.297697+00:00,2.0675,2.0533,0.014199999999999768,0.9945,0.0055,6,40
2026-01-13T08:53:20.298199+00:00,2.0674,2.0533,0.014100000000000001,0.9945,0.0055,6,39
2026-01-13T08:53:21.298624+00:00,2.0673,2.0533,0.01399999999999979,0.9945,0.0055,6,38
2026-01-13T08:53:22.299069+00:00,2.0672,2.0533,0.013900000000000023,0.9945,0.0055,6,37
2026-01-13T08:53:23.299553+00:00,2.0671,2.0533,0.013799999999999812,0.9945,0.0055,6,36
2026-01-13T08:53:24.299756+00:00,2.067,2.0533,0.013700000000000045,0.9945,0.0055,6,35
2026-01-13T08:53:25.299938+00:00,2.0669,2.0533,0.013599999999999834,0.9945,0.0055,6,34
2026-01-13T08:53:26.300097+00:00,2.0668,2.0533,0.013500000000000068,0.9945,0.0055,6,33
2026-01-13T08:53:27.300588+00:00,2.0669,2.0533,0.013599999999999834,0.9945,0.0055,6,32
2026-01-13T08:53:28.300780+00:00,2.0668,2.0533,0.013500000000000068,0.9945,0.0055,6,31
2026-01-13T08:53:29.300958+00:00,2.0669,2.0533,0.013599999999999834,0.9945,0.0055,6,30
2026-01-13T08:53:30.301433+00:00,2.0669,2.0533,0.013599999999999834,0.9945,0.0055,6,29
2026-01-13T08:53:31.301872+00:00,2.0669,2.0533,0.013599999999999834,0.9945,0.0055,6,28
2026-01-13T08:53:32.302222+00:00,2.0669,2.0533,0.013599999999999834,0.9945,0.0055,6,27
2026-01-13T08:53:33.302595+00:00,2.0669,2.0533,0.013599999999999834,0.9945,0.0055,6,26
2026-01-13T08:53:34.303118+00:00,2.0669,2.0533,0.013599999999999834,0.9945,0.0055,6,25
2026-01-13T08:53:35.303153+00:00,2.0667,2.0533,0.013399999999999856,0.9945,0.0055,6,24
2026-01-13T08:53:36.303345+00:00,2.0662,2.0533,0.01289999999999969,0.9945,0.0055,6,23
2026-01-13T08:53:37.303733+00:00,2.0664,2.0533,0.013099999999999667,0.9945,0.0055,6,22
2026-01-13T08:53:38.303769+00:00,2.0664,2.0533,0.013099999999999667,0.9945,0.0055,6,21
2026-01-13T08:53:39.304059+00:00,2.0664,2.0533,0.013099999999999667,0.9945,0.0055,6,20
2026-01-13T08:53:40.304404+00:00,2.0664,2.0533,0.013099999999999667,0.9945,0.0055,6,19
2026-01-13T08:53:41.304451+00:00,2.0664,2.0533,0.013099999999999667,0.9945,0.0055,6,18
2026-01-13T08:53:42.304836+00:00,2.0664,2.0533,0.013099999999999667,0.9945,0.0055,6,17
2026-01-13T08:53:43.305051+00:00,2.0664,2.0533,0.013099999999999667,0.9945,0.0055,6,16
2026-01-13T08:53:44.305224+00:00,2.0664,2.0533,0.013099999999999667,0.9945,0.0055,6,15
2026-01-13T08:53:45.305345+00:00,2.0663,2.0533,0.0129999999999999,0.9945,0.0055,6,14
2026-01-13T08:53:46.305559+00:00,2.0663,2.0533,0.0129999999999999,0.9945,0.0055,6,13
2026-01-13T08:53:47.305942+00:00,2.0662,2.0533,0.01289999999999969,0.9945,0.0055,6,12
2026-01-13T08:53:48.306063+00:00,2.0662,2.0533,0.01289999999999969,0.9945,0.0055,6,11
2026-01-13T08:53:49.306386+00:00,2.0662,2.0533,0.01289999999999969,0.9945,0.0055,6,10
2026-01-13T08:53:50.306814+00:00,2.0661,2.0533,0.012799999999999923,0.9945,0.0055,6,9
2026-01-13T08:53:51.306947+00:00,2.0661,2.0533,0.012799999999999923,0.9945,0.0055,6,8
2026-01-13T08:53:52.307034+00:00,2.0661,2.0533,0.012799999999999923,0.9945,0.0055,6,7
2026-01-13T08:53:53.307559+00:00,2.0661,2.0533,0.012799999999999923,0.9945,0.0055,6,6
2026-01-13T08:53:54.307654+00:00,2.0661,2.0533,0.012799999999999923,0.9945,0.0055,6,5
2026-01-13T08:53:55.308009+00:00,2.066,2.0533,0.012699999999999712,0.9945,0.0055,6,4
2026-01-13T08:53:56.308296+00:00,2.0659,2.0533,0.012599999999999945,0.9945,0.0055,6,3
2026-01-13T08:53:57.308854+00:00,2.0659,2.0533,0.012599999999999945,0.9945,0.0055,6,2
