ts_utc,price,strike,diff,yes_mid,no_mid,minutes_left,seconds_left,time_left_frac,log_rv_15m,log_rv_1h,log_rv_4h,log_rv_rem_hat,prob_up_model
2026-01-15T02:55:29.243972+00:00,2.1035,2.1192,-0.01570000000000027,0.0005,0.9995,4,30,0.075,-11.333350795900442,-10.289198560376233,-9.249984013013165,-6.660811209142993,0.417678992832224
2026-01-15T02:55:30.244467+00:00,2.1035,2.1192,-0.01570000000000027,0.0005,0.9995,4,29,0.07472222222222222,-11.344625530726354,-10.28893267119149,-9.249889951309187,-6.671542250301728,0.4172425016575214
2026-01-15T02:55:31.244763+00:00,2.1035,2.1192,-0.01570000000000027,0.0005,0.9995,4,28,0.07444444444444444,-11.344625530726354,-10.28893267119149,-9.249889951309187,-6.676593155931169,0.41703627665376786
2026-01-15T02:55:32.245121+00:00,2.1032,2.1192,-0.016000000000000014,0.0005,0.9995,4,27,0.07416666666666667,-11.344625530726354,-10.28893267119149,-9.249889951309187,-6.68165747014283,0.415257696534158
2026-01-15T02:55:33.245316+00:00,2.1031,2.1192,-0.016100000000000225,0.0005,0.9995,4,26,0.07388888888888889,-11.344625530726354,-10.28893267119149,-9.249889951309187,-6.686735268336758,0.4145207647827154
2026-01-15T02:55:34.245943+00:00,2.1032,2.1192,-0.016000000000000014,0.0005,0.9995,4,25,0.07361111111111111,-11.344625530726354,-10.28893267119149,-9.249889951309187,-6.691826626622314,0.4148323266947789
2026-01-15T02:55:35.246580+00:00,2.1032,2.1192,-0.016000000000000014,0.0005,0.9995,4,24,0.07333333333333333,-11.343096535500228,-10.288400080294737,-9.249678334758807,-6.695965353687063,0.4146586146625566
2026-01-15T02:55:36.246932+00:00,2.103,2.1192,-0.016199999999999992,0.0005,0.9995,4,23,0.07305555555555555,-11.343096535500228,-10.288400080294737,-9.249678334758807,-6.701084063368272,0.4133866465710323
2026-01-15T02:55:37.247164+00:00,2.1029,2.1192,-0.016300000000000203,0.0005,0.9995,4,22,0.07277777777777777,-11.343096535500228,-10.288400080294737,-9.249678334758807,-6.706216565819675,0.4126382141806665
2026-01-15T02:55:38.247838+00:00,2.1028,2.1192,-0.016400000000000414,0.0005,0.9995,4,21,0.0725,-11.343096535500228,-10.288400080294737,-9.249678334758807,-6.711362940083294,0.4118861914500489
2026-01-15T02:55:39.248061+00:00,2.1027,2.1192,-0.01650000000000018,0.0005,0.9995,4,20,0.07222222222222222,-11.343096535500228,-10.288400080294737,-9.249678334758807,-6.716523265958989,0.41113055476063365
2026-01-15T02:55:40.248255+00:00,2.1026,2.1192,-0.016600000000000392,0.0005,0.9995,4,19,0.07194444444444445,-11.336250768552306,-10.286598155721569,-9.248854718444116,-6.717557499989775,0.41055348467941954
2026-01-15T02:55:41.248809+00:00,2.1027,2.1192,-0.01650000000000018,0.0005,0.9995,4,18,0.07166666666666667,-11.336250768552306,-10.286598155721569,-9.248854718444116,-6.722745971571794,0.41085826836827155
2026-01-15T02:55:42.249201+00:00,2.1027,2.1192,-0.01650000000000018,0.0005,0.9995,4,17,0.07138888888888889,-11.336250768552306,-10.286598155721569,-9.248854718444116,-6.7279486388155085,0.4106299976469948
2026-01-15T02:55:43.249480+00:00,2.1027,2.1192,-0.01650000000000018,0.0005,0.9995,4,16,0.07111111111111111,-11.336250768552306,-10.286598155721569,-9.248854718444116,-6.733165584656046,0.4104005339211033
2026-01-15T02:55:44.249762+00:00,2.1026,2.1192,-0.016600000000000392,0.0005,0.9995,4,15,0.07083333333333333,-11.336250768552306,-10.286598155721569,-9.248854718444116,-6.738396892839235,0.40963271328573225
2026-01-15T02:55:45.250059+00:00,2.1025,2.1192,-0.01670000000000016,0.0005,0.9995,4,14,0.07055555555555555,-11.345291138417121,-10.286531795818648,-9.248853976177037,-6.748259973565611,0.4086542154106598
2026-01-15T02:55:46.250253+00:00,2.1025,2.1192,-0.01670000000000016,0.0005,0.9995,4,13,0.07027777777777777,-11.345291138417121,-10.286531795818648,-9.248853976177037,-6.753520260970349,0.40841791219386425
2026-01-15T02:55:47.250938+00:00,2.1025,2.1192,-0.01670000000000016,0.0005,0.9995,4,12,0.07,-11.345291138417121,-10.286531795818648,-9.248853976177037,-6.7587951669318835,0.408180360920132
2026-01-15T02:55:48.252477+00:00,2.1025,2.1192,-0.01670000000000016,0.0005,0.9995,4,11,0.06972222222222223,-11.345291138417121,-10.286531795818648,-9.248853976177037,-6.764084778552274,0.40794155142163513
2026-01-15T02:55:49.252921+00:00,2.1025,2.1192,-0.01670000000000016,0.0005,0.9995,4,10,0.06944444444444445,-11.345291138417121,-10.286531795818648,-9.248853976177037,-6.7693891838020015,0.407701473414827
2026-01-15T02:55:50.253520+00:00,2.1025,2.1192,-0.01670000000000016,0.0005,0.9995,4,9,0.06916666666666667,-11.345480465784382,-10.287577842774533,-9.248853976177037,-6.775112947110102,0.4074417390208317
2026-01-15T02:55:51.253888+00:00,2.1031,2.1192,-0.016100000000000225,0.0005,0.9995,4,8,0.06888888888888889,-11.345480465784382,-10.287577842774533,-9.248853976177037,-6.780447207064691,0.41048815450990306
2026-01-15T02:55:52.254176+00:00,2.1028,2.1192,-0.016400000000000414,0.0005,0.9995,4,7,0.06861111111111111,-11.345480465784382,-10.287577842774533,-9.248853976177037,-6.785796529893388,0.4086030857033528
2026-01-15T02:55:53.254634+00:00,2.1029,2.1192,-0.016300000000000203,0.0005,0.9995,4,6,0.06833333333333333,-11.345480465784382,-10.287577842774533,-9.248853976177037,-6.791161007164282,0.4089130164835524
2026-01-15T02:55:54.254822+00:00,2.1029,2.1192,-0.016300000000000203,0.0005,0.9995,4,5,0.06805555555555555,-11.345480465784382,-10.287577842774533,-9.248853976177037,-6.796540731376992,0.40867200091744693
2026-01-15T02:55:55.255181+00:00,2.1029,2.1192,-0.016300000000000203,0.0005,0.9995,4,4,0.06777777777777778,-11.342613055802618,-10.289724321632676,-9.249047232437444,-6.801119099809521,0.4084664027150161
2026-01-15T02:55:56.255377+00:00,2.1028,2.1192,-0.016400000000000414,0.0005,0.9995,4,3,0.0675,-11.342613055802618,-10.289724321632676,-9.249047232437444,-6.806529599197654,0.4076677899959775
2026-01-15T02:55:57.255915+00:00,2.1028,2.1192,-0.016400000000000414,0.0005,0.9995,4,2,0.06722222222222222,-11.342613055802618,-10.289724321632676,-9.249047232437444,-6.811955628750038,0.4074214970737827
2026-01-15T02:55:58.256499+00:00,2.1028,2.1192,-0.016400000000000414,0.0005,0.9995,4,1,0.06694444444444445,-11.342613055802618,-10.289724321632676,-9.249047232437444,-6.817397284828082,0.4071738597505564
