ts_utc,price,strike,diff,yes_mid,no_mid,minutes_left,seconds_left,time_left_frac,log_rv_15m,log_rv_1h,log_rv_4h,log_rv_rem_hat,prob_up_model
2026-01-13T13:00:11.180885+00:00,2.0629,2.0637,-0.0007999999999999119,0.455,0.545,59,48,0.9966666666666667,-12.977306224623762,-11.54284138709605,,,
2026-01-13T13:00:12.181062+00:00,2.063,2.0637,-0.0006999999999997009,0.46,0.54,59,47,0.9963888888888889,-12.977306224623762,-11.54284138709605,,,
2026-01-13T13:00:13.348007+00:00,2.0629,2.0637,-0.0007999999999999119,0.46,0.54,59,46,0.9961111111111111,-12.977306224623762,-11.54284138709605,,,
2026-01-13T13:00:14.179264+00:00,2.0629,2.0637,-0.0007999999999999119,0.455,0.545,59,45,0.9958333333333333,-12.977306224623762,-11.54284138709605,,,
2026-01-13T13:00:15.179523+00:00,2.0629,2.0637,-0.0007999999999999119,0.445,0.55,59,44,0.9955555555555555,-12.978323175796191,-11.54284138709605,,,
2026-01-13T13:00:16.179940+00:00,2.0629,2.0637,-0.0007999999999999119,0.445,0.555,59,43,0.9952777777777778,-12.978323175796191,-11.54284138709605,,,
2026-01-13T13:00:17.180070+00:00,2.0626,2.0637,-0.0010999999999996568,0.435,0.565,59,42,0.995,-12.978323175796191,-11.54284138709605,,,
2026-01-13T13:00:18.180156+00:00,2.0624,2.0637,-0.0013000000000000789,0.435,0.565,59,41,0.9947222222222222,-12.978323175796191,-11.54284138709605,,,
2026-01-13T13:00:19.180646+00:00,2.0623,2.0637,-0.0013999999999998458,0.435,0.565,59,40,0.9944444444444445,-12.978323175796191,-11.54284138709605,,,
2026-01-13T13:00:20.181082+00:00,2.0623,2.0637,-0.0013999999999998458,0.435,0.565,59,39,0.9941666666666666,-12.951215188265985,-11.53440084569233,,,
2026-01-13T13:00:21.181522+00:00,2.0623,2.0637,-0.0013999999999998458,0.435,0.565,59,38,0.9938888888888889,-12.951215188265985,-11.53440084569233,,,
2026-01-13T13:00:22.181889+00:00,2.0623,2.0637,-0.0013999999999998458,0.435,0.565,59,37,0.9936111111111111,-12.951215188265985,-11.53440084569233,,,
2026-01-13T13:00:23.182378+00:00,2.0623,2.0637,-0.0013999999999998458,0.435,0.565,59,36,0.9933333333333333,-12.951215188265985,-11.53440084569233,,,
2026-01-13T13:00:24.182475+00:00,2.0623,2.0637,-0.0013999999999998458,0.435,0.565,59,35,0.9930555555555556,-12.951215188265985,-11.53440084569233,,,
2026-01-13T13:00:25.182935+00:00,2.0623,2.0637,-0.0013999999999998458,0.435,0.565,59,34,0.9927777777777778,-12.960165713665026,-11.53440084569233,,,
2026-01-13T13:00:26.183090+00:00,2.0622,2.0637,-0.0015000000000000568,0.435,0.565,59,33,0.9925,-12.960165713665026,-11.53440084569233,,,
2026-01-13T13:00:27.183404+00:00,2.0622,2.0637,-0.0015000000000000568,0.435,0.565,59,32,0.9922222222222222,-12.960165713665026,-11.53440084569233,,,
2026-01-13T13:00:28.183821+00:00,2.0622,2.0637,-0.0015000000000000568,0.435,0.565,59,31,0.9919444444444444,-12.960165713665026,-11.53440084569233,,,
2026-01-13T13:00:29.183945+00:00,2.0622,2.0637,-0.0015000000000000568,0.435,0.565,59,30,0.9916666666666667,-12.960165713665026,-11.53440084569233,,,
2026-01-13T13:00:30.184314+00:00,2.0623,2.0637,-0.0013999999999998458,0.435,0.565,59,29,0.9913888888888889,-12.960165713665026,-11.53440084569233,,,
2026-01-13T13:00:31.184739+00:00,2.0623,2.0637,-0.0013999999999998458,0.435,0.565,59,28,0.9911111111111112,-12.960165713665026,-11.53440084569233,,,
